spectrum,continuum_subtracted_spectrum,error
10.9475,2.34032,1.25125
11.046,2.43882,1.27451
8.80635,0.208282,1.23665
6.99784,-1.59245,1.25363
7.77055,-0.819744,1.21008
9.56093,0.970636,1.22195
7.7192,-0.871094,1.15253
8.53484,-0.0554543,1.11334
8.91038,0.320086,1.098
8.76453,0.174236,1.10304
8.51166,-0.0744905,1.00923
8.61868,0.0373163,0.952321
9.66868,1.09137,0.978921
8.31257,-0.259861,1.09048
8.24483,-0.332476,1.23812
7.63192,-0.940511,1.17031
7.5619,-1.00621,1.19917
8.78109,0.218024,1.21676
6.99602,-1.55891,1.17828
6.71809,-1.83684,1.20515
8.96956,0.424102,1.21878
9.44716,0.910713,1.2609
8.60514,0.0673494,1.26359
8.96652,0.427111,1.18349
9.35183,0.81242,1.24241
11.4129,2.87891,1.22243
10.5405,2.00651,1.14785
8.15619,-0.377512,1.05655
7.89828,-0.635545,0.990497
9.25965,0.730859,0.988516
6.91941,-1.61465,0.973004
6.94519,-1.58887,0.923755
7.56869,-0.95789,0.929226
7.57554,-0.95104,0.89194
8.80028,0.282879,0.880997
10.395,1.88693,0.914809
7.29151,-1.22201,0.895973
9.60415,1.09063,0.897513
9.01635,0.506658,0.901772
8.95883,0.452224,0.936824
9.59449,1.08788,0.941901
8.76538,0.258774,0.911425
9.18329,0.680876,0.920267
8.24506,-0.257354,0.952532
8.40444,-0.0975037,0.914152
8.39064,-0.110579,0.916953
8.48962,-0.0170841,0.916602
9.69457,1.1916,0.969058
10.4898,1.98683,0.971437
10.2444,1.75093,0.95261
8.11097,-0.38178,0.907925
8.51346,0.025547,0.873104
9.62661,1.14259,0.880772
7.97814,-0.502137,0.848962
7.18378,-1.29155,0.814749
7.89731,-0.574186,0.825775
7.73341,-0.733695,0.849577
8.86694,0.395444,0.887622
9.55877,1.08235,0.9195
8.16362,-0.307876,0.885087
8.77327,0.296853,0.882739
8.12016,-0.351336,0.859902
9.55537,1.08796,0.932428
10.1689,1.70583,0.999246
9.59573,1.13704,1.01666
8.97541,0.520901,0.985176
7.27251,-1.17756,0.973751
9.05441,0.601557,1.16209
9.26554,0.816684,1.57342
8.03966,-0.405026,1.96582
8.21931,-0.221533,1.98716
10.0118,1.57468,1.81667
9.0917,0.658884,2.38126
6.94657,-1.48193,2.75141
7.54502,-0.879641,1.93861
9.43772,1.01732,1.24225
9.1278,0.711214,1.38411
6.56082,-1.85577,2.42676
6.9193,-1.49827,2.59739
8.50691,0.0976,1.80753
7.92056,-0.497008,1.30675
7.40709,-1.01873,1.1451
8.36596,-0.0598612,1.07078
9.41882,0.994955,1.21503
8.81521,0.39284,1.60767
9.01519,0.59282,1.54871
8.63074,0.217292,1.08689
8.28728,-0.117417,0.988178
8.88822,0.480451,0.958662
9.61404,1.20627,0.9698
8.58425,0.185375,0.98101
9.24201,0.847908,0.971071
8.83877,0.449293,0.936758
8.3533,-0.0339642,0.990497
9.32605,0.931084,1.0029
10.9315,2.54199,1.00565
10.359,1.97215,1.01917
9.69236,1.30751,0.97532
9.17036,0.785509,0.916271
8.8177,0.438281,1.02952
9.80371,1.43318,1.66669
10.9358,2.56097,3.44036
7.92735,-0.456606,4.39954
7.8531,-0.540088,3.41789
8.87234,0.488384,1.59573
10.276,1.90117,1.49735
10.0742,1.70609,2.20679
8.46634,0.105581,2.35764
10.1886,1.82324,1.73101
9.9847,1.61726,1.1188
8.80157,0.436825,1.00685
8.99701,0.642904,1.04844
9.79083,1.43121,1.20163
8.87623,0.505797,1.40256
7.05273,-1.3128,1.28728
9.40711,1.04158,1.05595
8.57359,0.219064,1.02864
8.5867,0.240527,1.02798
10.2499,1.90099,1.00725
10.2789,1.92999,1.05575
9.24316,0.8942,1.20122
11.3274,2.97844,1.89846
11.1679,2.82671,2.41664
8.24627,-0.094923,1.65431
6.41765,-1.92246,1.05838
7.90584,-0.43488,0.959916
8.68221,0.341621,0.954652
6.80688,-1.53815,0.911808
8.59233,0.253943,1.05258
8.85501,0.522245,1.75742
7.36201,-0.965148,3.99449
7.96121,-0.360298,4.704
9.18443,0.86875,2.95903
9.07253,0.763263,1.42107
9.20404,0.900574,1.02834
8.71757,0.419882,1.03814
7.69027,-0.601312,0.986172
7.69129,-0.598212,1.04101
9.56673,1.27104,1.53405
10.5014,2.2119,2.59883
6.49217,-1.79908,2.3603
6.50698,-1.78427,1.37499
8.82676,0.529233,1.0384
7.57747,-0.726576,0.950752
8.35871,0.0483723,0.988728
9.09925,0.782214,1.2961
10.5549,2.2309,2.64721
4.86226,-3.46801,4.88809
1.18767,-7.13634,4.75544
7.80437,-0.51881,2.24247
7.89068,-0.439598,1.19438
7.16669,-1.1572,0.98771
8.14587,-0.170902,1.00193
8.45763,0.147282,1.01484
7.22694,-1.08983,0.942298
6.6398,-1.67697,0.907719
8.92382,0.607047,0.97924
9.62785,1.30396,1.17028
8.57024,0.250941,1.67051
5.9269,-2.38523,2.27471
5.24429,-3.06118,1.89339
7.99306,-0.307807,1.18346
8.2133,-0.080658,0.983545
7.20628,-1.08076,0.942575
10.2735,1.98681,1.49658
9.61069,1.32307,3.01916
4.54204,-3.75304,3.9847
2.39694,-5.89814,3.29978
6.252,-2.04308,1.74219
7.78095,-0.514127,1.03359
7.53594,-0.759137,0.941855
7.74243,-0.545187,1.04215
8.48452,0.204118,1.21955
8.43323,0.159723,1.11215
7.16981,-1.09645,0.926124
5.86903,-2.38961,0.88779
6.12033,-2.13074,1.0008
7.83355,-0.40971,1.07831
8.5395,0.293789,1.03302
7.62804,-0.625232,1.09752
8.81228,0.566568,1.66642
8.03373,-0.219543,2.14352
7.76711,-0.494019,1.62171
8.00426,-0.264561,1.18717
7.57669,-0.699242,1.04196
7.75139,-0.517431,1.24077
10.9026,2.64147,2.27928
6.38065,-1.88757,3.96084
6.51654,-1.74459,2.95127
7.97014,-0.283047,1.58178
7.37013,-0.875204,1.18266
6.33416,-1.90291,1.00902
6.50002,-1.72863,0.93928
6.89621,-1.32493,0.93659
6.85287,-1.36767,0.937343
8.54108,0.324088,0.971781
9.30434,1.09169,1.01549
7.05314,-1.15241,1.0188
7.43379,-0.764053,1.01816
8.11224,-0.0759687,1.00729
7.21995,-0.960821,0.982681
6.87102,-1.31154,0.931053
7.45765,-0.716202,0.974935
7.54559,-0.620615,1.07228
6.88499,-1.28616,1.37407
6.5663,-1.61517,1.51319
7.07091,-1.11804,1.18632
8.80989,0.612471,1.08259
8.92215,0.733198,1.12131
7.23068,-0.947875,1.4716
9.67175,1.49149,2.27045
6.84472,-1.32491,2.23062
6.71678,-1.45423,1.4857
7.79978,-0.361858,1.17025
7.98245,-0.168648,0.988019
7.5255,-0.616228,0.962398
6.96883,-1.16185,1.01832
8.59192,0.451919,1.06266
7.57384,-0.556839,1.05999
7.59148,-0.529057,1.09728
8.19876,0.0782232,1.1293
7.0194,-1.10114,1.08299
7.52994,-0.590597,1.02676
8.13779,0.0172529,0.996251
6.95205,-1.16849,0.95261
7.07055,-1.04999,1.03321
7.29076,-0.829777,0.987065
6.31649,-1.80405,1.04836
8.68629,0.565753,1.10134
7.8243,-0.296237,1.10277
10.5283,2.40776,1.20441
9.38839,1.26107,1.27037
6.24098,-1.8957,1.13658
7.42148,-0.708457,1.13023
8.16404,0.0435343,1.29429
11.2694,3.15963,1.62756
7.5165,-0.583871,1.61963
6.72162,-1.36745,1.33629
8.96782,0.884754,1.14432
7.7645,-0.309273,1.04155
7.63813,-0.423902,1.01454
8.14436,0.0910788,0.999795
7.37621,-0.664818,1.02118
8.48566,0.456888,1.04755
9.64954,1.62649,1.05579
8.26702,0.256787,0.997281
8.46124,0.458851,0.987465
6.84656,-1.14469,0.974967
7.6181,-0.364258,1.02124
7.92334,-0.0515203,1.06236
7.76006,-0.206045,1.03936
8.79722,0.839704,1.10943
8.7414,0.783883,1.13613
9.6605,1.70298,1.11525
8.04416,0.0866432,1.16783
7.39318,-0.564337,1.16486
7.98217,0.0246534,1.17921
8.01557,0.058053,1.11164
9.44185,1.48433,1.1873
9.9445,1.99523,1.35601
8.1721,0.23157,1.45256
7.87562,-0.0568376,1.57033
9.61355,1.68997,1.81531
10.0469,2.13253,2.03589
7.31227,-0.602102,2.00886
6.51033,-1.41325,1.94847
6.2509,-1.66411,1.90193
7.51192,-0.393861,1.88433
9.05768,1.1608,1.832
9.27945,1.39154,1.85011
9.986,2.10698,1.79639
9.00523,1.13569,1.61652
8.21134,0.350468,1.40346
8.75948,0.898608,1.21162
8.75973,0.908748,0.0
8.75997,0.899097,0.0
8.76021,0.900943,0.0
8.76045,0.911499,0.0
8.76069,0.901423,0.0
8.76093,0.911979,0.0
8.76118,0.921423,0.0
8.76142,0.921664,0.0
8.76166,0.921903,0.0
8.7619,0.922143,0.0
8.76214,0.932476,0.0
8.76238,0.940965,0.0
8.76262,0.950241,0.0
8.76286,0.945785,0.0
8.76311,0.941869,0.0
8.76335,0.950682,0.0
8.76359,0.950922,0.0
